Date,Review,Rating,Sentiment_Label,Clean_Review
2023-01-09,perfect cleanliness and great ambience,5,positive,perfect cleanliness and great ambience
2024-08-06,relaxing cleanliness and loved the pricing,5,positive,relaxing cleanliness and loved the pricing
2022-08-10,delicious waiting time and relaxing service,3,positive,delicious waiting time and relaxing service
2020-08-14,loved the lighting and outstanding food,5,positive,loved the lighting and outstanding food
2021-06-10,delicious food,5,positive,delicious food
2021-11-21,perfect ambience and amazing staff and amazing food,3,positive,perfect ambience and amazing staff and amazing food
2022-11-08,The menu and pricing were okay.,3,neutral,the menu and pricing were okay
2024-02-08,rude food and poor menu and overpriced waiting time,2,negative,rude food and poor menu and overpriced waiting time
2021-06-29,The cleanliness and waiting time and lighting were okay.,3,neutral,the cleanliness and waiting time and lighting were okay
2020-12-22,affordable staff and affordable food and delicious service,5,positive,affordable staff and affordable food and delicious service
2020-11-14,terrible food and poor ambience,2,negative,terrible food and poor ambience
2024-08-31,outstanding food and affordable lighting,5,positive,outstanding food and affordable lighting
2020-12-08,outstanding ambience and amazing lighting,5,positive,outstanding ambience and amazing lighting
2023-04-16,terrible music and overpriced food and noisy ambience,2,negative,terrible music and overpriced food and noisy ambience
2022-03-05,quick music and delicious staff and friendly food,5,positive,quick music and delicious staff and friendly food
2023-12-07,affordable menu and friendly pricing and friendly ambience,3,positive,affordable menu and friendly pricing and friendly ambience
2024-12-28,delicious cleanliness and perfect service and quick ambience,3,positive,delicious cleanliness and perfect service and quick ambience
2019-04-12,dirty menu,2,negative,dirty menu
2024-04-06,terrible waiting time and rude pricing and long wait lighting,2,negative,terrible waiting time and rude pricing and long wait lighting
2023-12-14,delicious food and perfect cleanliness,3,positive,delicious food and perfect cleanliness
2020-12-17,relaxing food and amazing pricing and affordable ambience,3,positive,relaxing food and amazing pricing and affordable ambience
2020-11-24,outstanding pricing and amazing lighting and quick food,3,positive,outstanding pricing and amazing lighting and quick food
2022-06-27,The cleanliness and lighting and food were okay.,3,neutral,the cleanliness and lighting and food were okay
2020-08-09,dirty food and poor lighting and dirty staff,3,negative,dirty food and poor lighting and dirty staff
2022-09-09,quick service and perfect waiting time,5,positive,quick service and perfect waiting time
2024-04-22,The lighting and staff were okay.,3,neutral,the lighting and staff were okay
2022-02-19,amazing menu and outstanding cleanliness,3,positive,amazing menu and outstanding cleanliness
2020-02-19,The staff and music and service were okay.,3,neutral,the staff and music and service were okay
2023-01-15,outstanding lighting and friendly cleanliness,4,positive,outstanding lighting and friendly cleanliness
2019-02-24,outstanding cleanliness and great food and outstanding pricing,4,positive,outstanding cleanliness and great food and outstanding pricing
2020-06-29,outstanding ambience and affordable lighting,3,positive,outstanding ambience and affordable lighting
2020-07-03,loved the waiting time and amazing service,3,positive,loved the waiting time and amazing service
2019-06-16,The lighting and music and cleanliness were okay.,3,neutral,the lighting and music and cleanliness were okay
2021-05-28,The menu were okay.,3,neutral,the menu were okay
2019-04-22,relaxing ambience and delicious waiting time,5,positive,relaxing ambience and delicious waiting time
2023-01-12,amazing pricing and amazing lighting and amazing service,5,positive,amazing pricing and amazing lighting and amazing service
2023-05-10,The pricing and staff were okay.,3,neutral,the pricing and staff were okay
2021-02-19,delicious cleanliness and amazing staff,4,positive,delicious cleanliness and amazing staff
2019-03-08,overpriced menu,1,negative,overpriced menu
2024-07-03,rude service and hated the menu and rude ambience,1,negative,rude service and hated the menu and rude ambience
2022-07-06,delicious lighting and delicious ambience,5,positive,delicious lighting and delicious ambience
2024-04-20,great pricing and great waiting time,3,positive,great pricing and great waiting time
2023-02-17,amazing cleanliness and amazing music,3,positive,amazing cleanliness and amazing music
2024-03-13,great service and delicious music and relaxing cleanliness,5,positive,great service and delicious music and relaxing cleanliness
2019-08-07,overpriced staff and noisy ambience and hated the music,2,negative,overpriced staff and noisy ambience and hated the music
2019-10-24,affordable food and affordable lighting,3,positive,affordable food and affordable lighting
2023-10-13,loved the menu,3,positive,loved the menu
2020-06-19,delicious pricing and perfect food,3,positive,delicious pricing and perfect food
2023-06-26,amazing food and amazing lighting,5,positive,amazing food and amazing lighting
2019-08-13,affordable ambience and perfect cleanliness,5,positive,affordable ambience and perfect cleanliness
2024-08-02,terrible lighting and noisy ambience and poor cleanliness,1,negative,terrible lighting and noisy ambience and poor cleanliness
2023-11-03,slow menu and bad cleanliness and poor staff,1,negative,slow menu and bad cleanliness and poor staff
2020-09-11,The staff and ambience were okay.,3,neutral,the staff and ambience were okay
2020-04-24,affordable ambience and affordable food and great staff,5,positive,affordable ambience and affordable food and great staff
2019-06-12,affordable music and perfect service,5,positive,affordable music and perfect service
2019-06-19,outstanding pricing and relaxing menu,5,positive,outstanding pricing and relaxing menu
2019-12-27,The menu and service were okay.,3,neutral,the menu and service were okay
2021-02-12,outstanding ambience and outstanding waiting time,4,positive,outstanding ambience and outstanding waiting time
2024-04-12,terrible ambience and noisy staff and terrible lighting,2,negative,terrible ambience and noisy staff and terrible lighting
2021-05-30,bad service,2,negative,bad service
2022-08-27,outstanding menu and delicious lighting and delicious pricing,5,positive,outstanding menu and delicious lighting and delicious pricing
2019-09-07,delicious cleanliness and delicious lighting and amazing ambience,3,positive,delicious cleanliness and delicious lighting and amazing ambience
2019-01-23,hated the staff and terrible menu,3,negative,hated the staff and terrible menu
2023-05-27,bad lighting and rude music and bad waiting time,1,negative,bad lighting and rude music and bad waiting time
2021-03-26,amazing staff and outstanding music,5,positive,amazing staff and outstanding music
2020-07-19,relaxing ambience and relaxing music,5,positive,relaxing ambience and relaxing music
2021-10-14,relaxing music and perfect menu,4,positive,relaxing music and perfect menu
2023-06-18,perfect menu and quick pricing,5,positive,perfect menu and quick pricing
2020-08-08,hated the music and long wait lighting,2,negative,hated the music and long wait lighting
2019-12-14,affordable food and loved the pricing and quick lighting,3,positive,affordable food and loved the pricing and quick lighting
2019-01-17,quick food and friendly lighting and delicious ambience,4,positive,quick food and friendly lighting and delicious ambience
2021-02-26,outstanding lighting and quick staff,4,positive,outstanding lighting and quick staff
2022-02-27,dirty staff and bad waiting time and long wait ambience,1,negative,dirty staff and bad waiting time and long wait ambience
2020-11-14,dirty menu and rude service,3,negative,dirty menu and rude service
2022-07-04,delicious food and friendly menu and relaxing ambience,5,positive,delicious food and friendly menu and relaxing ambience
2022-01-22,The pricing and waiting time and menu were okay.,3,neutral,the pricing and waiting time and menu were okay
2020-04-29,noisy food and poor music,2,negative,noisy food and poor music
2023-10-15,noisy menu and bad waiting time and overpriced cleanliness,1,negative,noisy menu and bad waiting time and overpriced cleanliness
2022-09-25,The waiting time and staff and service were okay.,3,neutral,the waiting time and staff and service were okay
2021-05-05,great ambience and perfect music,3,positive,great ambience and perfect music
2024-12-11,great music and relaxing pricing,5,positive,great music and relaxing pricing
2021-03-06,relaxing waiting time and loved the cleanliness and friendly ambience,3,positive,relaxing waiting time and loved the cleanliness and friendly ambience
2019-10-25,great ambience and outstanding music,3,positive,great ambience and outstanding music
2020-01-12,delicious music and relaxing food,5,positive,delicious music and relaxing food
2019-10-11,affordable cleanliness and amazing lighting,5,positive,affordable cleanliness and amazing lighting
2021-07-12,friendly staff and quick ambience and loved the waiting time,4,positive,friendly staff and quick ambience and loved the waiting time
2024-12-04,affordable staff and quick cleanliness,4,positive,affordable staff and quick cleanliness
2022-04-15,poor pricing and noisy cleanliness and bad food,1,negative,poor pricing and noisy cleanliness and bad food
2023-03-24,rude cleanliness and rude staff,3,negative,rude cleanliness and rude staff
2022-07-14,affordable menu and loved the waiting time and great cleanliness,5,positive,affordable menu and loved the waiting time and great cleanliness
2021-05-04,outstanding staff and outstanding cleanliness and loved the service,3,positive,outstanding staff and outstanding cleanliness and loved the service
2022-03-10,great staff and perfect ambience and outstanding waiting time,3,positive,great staff and perfect ambience and outstanding waiting time
2019-06-16,terrible music,3,negative,terrible music
2019-02-11,friendly waiting time and perfect ambience,3,positive,friendly waiting time and perfect ambience
2022-08-01,outstanding staff and perfect food and outstanding service,5,positive,outstanding staff and perfect food and outstanding service
2019-07-26,delicious menu and amazing lighting,3,positive,delicious menu and amazing lighting
2020-10-30,slow service and dirty ambience and overpriced lighting,3,negative,slow service and dirty ambience and overpriced lighting
2021-10-09,rude waiting time and hated the lighting,2,negative,rude waiting time and hated the lighting
2022-07-19,terrible pricing and dirty food,1,negative,terrible pricing and dirty food
2023-12-09,noisy lighting and noisy cleanliness and dirty pricing,3,negative,noisy lighting and noisy cleanliness and dirty pricing
2022-02-04,slow music and overpriced pricing,2,negative,slow music and overpriced pricing
2019-04-03,quick ambience and amazing food,4,positive,quick ambience and amazing food
2024-12-22,great music and amazing cleanliness,5,positive,great music and amazing cleanliness
2021-08-31,friendly staff and quick ambience and outstanding music,5,positive,friendly staff and quick ambience and outstanding music
2020-10-21,quick pricing and relaxing service,4,positive,quick pricing and relaxing service
2020-12-03,The waiting time and music were okay.,3,neutral,the waiting time and music were okay
2021-03-25,The service and pricing were okay.,3,neutral,the service and pricing were okay
2020-08-02,loved the pricing and amazing lighting and relaxing food,3,positive,loved the pricing and amazing lighting and relaxing food
2024-03-04,rude pricing and overpriced lighting,3,negative,rude pricing and overpriced lighting
2022-12-13,The cleanliness and waiting time and service were okay.,3,neutral,the cleanliness and waiting time and service were okay
2020-01-10,great ambience and amazing pricing and amazing menu,5,positive,great ambience and amazing pricing and amazing menu
2024-07-24,poor staff and poor service,2,negative,poor staff and poor service
2020-12-19,outstanding music and outstanding pricing,4,positive,outstanding music and outstanding pricing
2024-09-29,slow lighting and hated the staff,1,negative,slow lighting and hated the staff
2022-05-03,friendly ambience and perfect staff and perfect waiting time,5,positive,friendly ambience and perfect staff and perfect waiting time
2024-03-11,perfect music and great pricing,3,positive,perfect music and great pricing
2019-08-10,slow music,3,negative,slow music
2019-07-01,friendly cleanliness and quick service,5,positive,friendly cleanliness and quick service
2023-04-16,hated the lighting and long wait service and slow cleanliness,2,negative,hated the lighting and long wait service and slow cleanliness
2023-05-01,dirty lighting and dirty menu,3,negative,dirty lighting and dirty menu
2022-09-20,delicious lighting and friendly ambience and affordable cleanliness,5,positive,delicious lighting and friendly ambience and affordable cleanliness
2022-03-03,loved the waiting time and outstanding pricing and amazing ambience,5,positive,loved the waiting time and outstanding pricing and amazing ambience
2021-01-25,slow ambience and dirty service,2,negative,slow ambience and dirty service
2019-02-08,quick service and relaxing music and perfect ambience,3,positive,quick service and relaxing music and perfect ambience
2022-11-15,perfect cleanliness and loved the pricing and great music,5,positive,perfect cleanliness and loved the pricing and great music
2020-07-05,relaxing music and outstanding pricing and affordable staff,4,positive,relaxing music and outstanding pricing and affordable staff
2020-05-05,affordable menu and outstanding pricing,3,positive,affordable menu and outstanding pricing
2020-12-30,relaxing food and friendly staff and affordable music,5,positive,relaxing food and friendly staff and affordable music
2023-02-16,dirty ambience and long wait service and slow waiting time,3,negative,dirty ambience and long wait service and slow waiting time
2019-01-10,slow waiting time and terrible cleanliness,3,negative,slow waiting time and terrible cleanliness
2024-04-22,amazing cleanliness and delicious music,5,positive,amazing cleanliness and delicious music
2023-09-15,bad ambience and slow menu,3,negative,bad ambience and slow menu
2019-11-27,great menu and quick staff,4,positive,great menu and quick staff
2022-04-21,quick menu and affordable food and delicious cleanliness,5,positive,quick menu and affordable food and delicious cleanliness
2023-01-29,affordable service and outstanding waiting time,3,positive,affordable service and outstanding waiting time
2019-11-13,amazing service and great menu and loved the waiting time,3,positive,amazing service and great menu and loved the waiting time
2023-10-31,amazing service and loved the lighting,5,positive,amazing service and loved the lighting
2021-05-17,The food and ambience and service were okay.,3,neutral,the food and ambience and service were okay
2022-07-30,rude food and bad ambience,2,negative,rude food and bad ambience
